,index,CTYNAME,GDP2019,CTYNAME,POPESTIMATE2019
1056,1075.0,Hancock,"809,526",Greenup County,35164
1057,1076.0,Hardin,"4,739,384",Hancock County,8716
1058,1077.0,Harlan,"506,870",Hardin County,110970
1059,1078.0,Harrison,"469,763",Harlan County,25960
1060,1079.0,Hart,"523,882",Harrison County,18838
1061,1080.0,Henderson,"1,860,747",Hart County,19014
1062,1081.0,Henry,"316,576",Henderson County,45276
1063,1082.0,Hickman,"181,818",Henry County,16063
1064,1083.0,Hopkins,"1,755,912",Hickman County,4365
1065,1084.0,Jackson,"148,395",Hopkins County,44660
1066,1085.0,Jefferson,"50,106,756",Jackson County,13316
1067,1086.0,Jessamine,"1,884,149",Jefferson County,767785
1068,1087.0,Johnson,"405,228",Jessamine County,54012
1069,1088.0,Kenton,"7,702,883",Johnson County,22188
1070,1089.0,Knott,"207,437",Kenton County,167333
1071,1090.0,Knox,"557,439",Knott County,14861
1072,1091.0,Larue,"195,499",Knox County,31151
1073,1092.0,Laurel,"1,914,336",Larue County,14393
1074,1093.0,Lawrence,"324,037",Laurel County,60842
1075,1094.0,Lee,"119,334",Lawrence County,15395
1076,1095.0,Leslie,"157,687",Lee County,7390
1077,1096.0,Letcher,"323,567",Leslie County,9880
1078,1097.0,Lewis,"184,836",Letcher County,21560
1079,1098.0,Lincoln,"371,568",Lewis County,13309
1080,1099.0,Livingston,"256,428",Lincoln County,24519
1081,1100.0,Logan,"1,152,832",Livingston County,9148
1082,1101.0,Lyon,"201,401",Logan County,27111
1083,1102.0,McCracken,"3,878,458",Lyon County,8256
1084,1103.0,McCreary,"225,356",McCracken County,65622
1085,1104.0,McLean,"279,477",McCreary County,17260
1086,1105.0,Madison,"2,721,651",McLean County,9162
1087,1106.0,Magoffin,"148,681",Madison County,93099
1088,1107.0,Marion,"833,855",Magoffin County,12184
1089,1108.0,Marshall,"1,300,162",Marion County,19237
1090,1109.0,Martin,"245,888",Marshall County,31113
1091,1110.0,Mason,"973,633",Martin County,11258
1092,1111.0,Meade,"492,501",Mason County,17049
1093,1112.0,Menifee,"79,018",Meade County,28610
1094,1113.0,Mercer,"723,499",Menifee County,6483
1095,1114.0,Metcalfe,"160,767",Mercer County,21921
1096,1115.0,Monroe,"286,191",Metcalfe County,10084
1097,1116.0,Montgomery,"917,274",Monroe County,10654
1098,1117.0,Morgan,"236,676",Montgomery County,28197
1099,1118.0,Muhlenberg,"1,169,173",Morgan County,13297
1100,1119.0,Nelson,"1,437,498",Muhlenberg County,30681
1101,1120.0,Nicholas,"89,098",Nelson County,46221
1102,1121.0,Ohio,"839,286",Nicholas County,7248
1103,1122.0,Oldham,"1,750,019",Ohio County,24043
1104,1123.0,Owen,"171,058",Oldham County,66818
1105,1124.0,Owsley,"43,963",Owen County,10884
1106,1125.0,Pendleton,"260,902",Owsley County,4413
1107,1126.0,Perry,"902,250",Pendleton County,14566
1108,1127.0,Pike,"1,942,230",Perry County,25801
1109,1128.0,Powell,"201,426",Pike County,57919
1110,1129.0,Pulaski,"2,012,346",Powell County,12303
1111,1130.0,Robertson,"22,796",Pulaski County,65243
1112,1131.0,Rockcastle,"301,724",Robertson County,2149
1113,1132.0,Rowan,"663,451",Rockcastle County,16736
1114,1133.0,Russell,"579,966",Rowan County,24519
1115,1134.0,Scott,"3,206,754",Russell County,17944
1116,1135.0,Shelby,"1,506,643",Scott County,57079
1117,1136.0,Simpson,"792,800",Shelby County,49022
1118,1137.0,Spencer,"250,320",Simpson County,18530
1119,1138.0,Taylor,"799,268",Spencer County,19302
1120,1139.0,Todd,"332,601",Taylor County,25735
1121,1140.0,Trigg,"257,427",Todd County,12318
1122,1141.0,Trimble,"465,354",Trigg County,14666
1123,1142.0,Union,"746,237",Trimble County,8529
1124,1143.0,Warren,"5,657,965",Union County,14497
1125,1144.0,Washington,"289,074",Warren County,132759
1126,1145.0,Wayne,"385,141",Washington County,12098
1127,1146.0,Webster,"512,479",Wayne County,20278
1128,1147.0,Whitley,"963,473",Webster County,12945
1129,1148.0,Wolfe,"87,903",Whitley County,36362
1130,1149.0,Woodford,"1,155,061",Wolfe County,7151
1131,1151.0,Louisiana,"235,947,575",Woodford County,26654
1132,1152.0,Acadia,"1,443,461",Louisiana,4658285
1133,1153.0,Allen,"643,915",Acadia Parish,62207
1134,1154.0,Ascension,"8,408,442",Allen Parish,25594
1135,1155.0,Assumption,"466,957",Ascension Parish,126798
1136,1156.0,Avoyelles,"842,023",Assumption Parish,21921
1137,1157.0,Beauregard,"996,718",Avoyelles Parish,40138
1138,1158.0,Bienville,"706,206",Beauregard Parish,37649
1139,1159.0,Bossier,"5,207,876",Bienville Parish,13234
1140,1160.0,Caddo,"12,450,126",Bossier Parish,127377
1141,1161.0,Calcasieu,"15,512,865",Caddo Parish,240431
1142,1162.0,Caldwell,"180,016",Calcasieu Parish,204038
1143,1163.0,Cameron,"1,259,147",Caldwell Parish,9946
1144,1164.0,Catahoula,"179,326",Cameron Parish,6981
1145,1165.0,Claiborne,"443,390",Catahoula Parish,9459
1146,1166.0,Concordia,"548,198",Claiborne Parish,15718
1147,1167.0,De Soto,"3,717,166",Concordia Parish,19314
1148,1168.0,East Baton Rouge,"34,139,057",De Soto Parish,27440
1149,1169.0,East Carroll,"161,249",East Baton Rouge Parish,441471
1150,1170.0,East Feliciana,"451,024",East Carroll Parish,6829
1151,1171.0,Evangeline,"851,685",East Feliciana Parish,19103
1152,1172.0,Franklin,"560,061",Evangeline Parish,33396
1153,1173.0,Grant,"328,655",Franklin Parish,19996
1154,1174.0,Iberia,"2,986,732",Grant Parish,22352
1155,1175.0,Iberville,"1,902,581",Iberia Parish,69638
1156,1176.0,Jackson,"442,405",Iberville Parish,32549
1157,1177.0,Jefferson,"21,821,050",Jackson Parish,15761
1158,1178.0,Jefferson Davis,"879,901",Jefferson Parish,434096
1159,1179.0,Lafayette,"13,091,842",Jefferson Davis Parish,31444
1160,1180.0,Lafourche,"3,767,904",Lafayette Parish,244798
1161,1181.0,LaSalle,"505,692",Lafourche Parish,97618
1162,1182.0,Lincoln,"2,110,843",LaSalle Parish,14910
1163,1183.0,Livingston,"2,967,823",Lincoln Parish,46851
1164,1184.0,Madison,"419,594",Livingston Parish,141561
1165,1185.0,Morehouse,"576,198",Madison Parish,10994
1166,1186.0,Natchitoches,"1,298,701",Morehouse Parish,24839
1167,1187.0,Orleans,"21,944,520",Natchitoches Parish,38179
1168,1188.0,Ouachita,"6,451,069",Orleans Parish,391172
1169,1189.0,Plaquemines,"3,898,382",Ouachita Parish,153401
1170,1190.0,Pointe Coupee,"807,285",Plaquemines Parish,23264
1171,1191.0,Rapides,"5,183,392",Pointe Coupee Parish,21735
1172,1192.0,Red River,"1,169,410",Rapides Parish,129800
1173,1193.0,Richland,"558,917",Red River Parish,8380
1174,1194.0,Sabine,"788,101",Richland Parish,20147
1175,1195.0,St. Bernard,"1,474,182",Sabine Parish,23895
1176,1196.0,St. Charles,"8,705,733",St. Bernard Parish,47192
1177,1197.0,St. Helena,"179,542",St. Charles Parish,53083
1178,1198.0,St. James,"3,131,651",St. Helena Parish,10145
1179,1199.0,St. John the Baptist,"4,276,736",St. James Parish,21045
1180,1200.0,St. Landry,"2,331,914",St. John the Baptist Parish,42824
1181,1201.0,St. Martin,"1,172,638",St. Landry Parish,82196
1182,1202.0,St. Mary,"2,229,956",St. Martin Parish,53497
1183,1203.0,St. Tammany,"11,296,810",St. Mary Parish,49294
1184,1204.0,Tangipahoa,"3,938,183",St. Tammany Parish,261303
1185,1205.0,Tensas,"144,208",Tangipahoa Parish,134845
1186,1206.0,Terrebonne,"5,069,581",Tensas Parish,4319
1187,1207.0,Union,"461,788",Terrebonne Parish,110615
1188,1208.0,Vermilion,"1,518,462",Union Parish,22068
1189,1209.0,Vernon,"1,858,450",Vermilion Parish,59573
1190,1210.0,Washington,"1,042,533",Vernon Parish,48394
1191,1211.0,Webster,"1,079,908",Washington Parish,46158
1192,1212.0,West Baton Rouge,"2,223,692",Webster Parish,38323
1193,1213.0,West Carroll,"181,096",West Baton Rouge Parish,26550
1194,1214.0,West Feliciana,"882,302",West Carroll Parish,10906
1195,1215.0,Winn,"424,728",West Feliciana Parish,15570
1196,1217.0,Maine,"59,433,938",Winn Parish,13961
1197,1218.0,Androscoggin,"4,336,828",Maine,1345770
1198,1219.0,Aroostook,"2,328,600",Androscoggin County,108361
1199,1220.0,Cumberland,"20,335,255",Aroostook County,67092
1200,1221.0,Franklin,"986,397",Cumberland County,296052
1201,1222.0,Hancock,"2,261,302",Franklin County,30046
1202,1223.0,Kennebec,"5,210,153",Hancock County,55098
1203,1224.0,Knox,"1,661,849",Kennebec County,122241
1204,1225.0,Lincoln,"1,085,513",Knox County,39792
1205,1226.0,Oxford,"1,537,957",Lincoln County,34685
1206,1227.0,Penobscot,"6,021,508",Oxford County,57895
1207,1228.0,Piscataquis,"507,211",Penobscot County,151823
1208,1229.0,Sagadahoc,"1,563,075",Piscataquis County,16880
1209,1230.0,Somerset,"1,532,489",Sagadahoc County,36057
1210,1231.0,Waldo,"1,235,893",Somerset County,50729
1211,1232.0,Washington,"999,112",Waldo County,39755
1212,1233.0,York,"7,832,355",Washington County,31286
1213,1235.0,Maryland,"369,623,938",York County,207978
1214,1236.0,Allegany,"2,701,011",Maryland,6054954
1215,1237.0,Anne Arundel,"47,036,809",Allegany County,70527
1216,1238.0,Baltimore,"51,496,525",Anne Arundel County,579895
1217,1239.0,Calvert,"4,104,267",Baltimore County,828503
1218,1240.0,Caroline,"1,146,764",Calvert County,92660
1219,1241.0,Carroll,"5,809,225",Caroline County,33509
1220,1242.0,Cecil,"4,397,763",Carroll County,168774
1221,1243.0,Charles,"5,393,681",Cecil County,103092
1222,1244.0,Dorchester,"1,192,798",Charles County,163733
1223,1245.0,Frederick,"12,654,015",Dorchester County,31864
1224,1246.0,Garrett,"1,180,073",Frederick County,260609
1225,1247.0,Harford,"12,157,167",Garrett County,29049
1226,1248.0,Howard,"25,375,945",Harford County,255594
1227,1249.0,Kent,"870,799",Howard County,325951
1228,1250.0,Montgomery,"84,245,073",Kent County,19426
1229,1251.0,Prince George's,"42,021,090",Montgomery County,1051129
1230,1252.0,Queen Anne's,"1,711,130",Prince George's County,911562
1231,1253.0,St. Mary's,"6,902,651",Queen Anne's County,50585
1232,1254.0,Somerset,"787,539",St. Mary's County,113764
1233,1255.0,Talbot,"1,877,804",Somerset County,25609
1234,1256.0,Washington,"6,491,328",Talbot County,37186
1235,1257.0,Wicomico,"4,665,436",Washington County,151066
1236,1258.0,Worcester,"2,539,432",Wicomico County,104005
1237,1259.0,Baltimore City,"42,861,684",Worcester County,52261
1238,1261.0,Massachusetts,"517,727,089",Baltimore city,594601
1239,1262.0,Barnstable,"12,120,706",Massachusetts,6894883
1240,1263.0,Berkshire,"6,310,394",Barnstable County,212923
1241,1264.0,Bristol,"24,369,699",Berkshire County,125217
1242,1265.0,Dukes,"1,430,082",Bristol County,565096
1243,1266.0,Essex,"42,568,760",Dukes County,17461
1244,1267.0,Franklin,"2,829,006",Essex County,789725
1245,1268.0,Hampden,"20,619,111",Franklin County,70276
1246,1269.0,Hampshire,"7,135,235",Hampden County,465749
1247,1270.0,Middlesex,"163,832,374",Hampshire County,161596
1248,1271.0,Nantucket,"1,341,023",Middlesex County,1611263
1249,1272.0,Norfolk,"49,858,603",Nantucket County,11330
1250,1273.0,Plymouth,"23,945,878",Norfolk County,707164
1251,1274.0,Suffolk,"121,032,551",Plymouth County,521841
1252,1275.0,Worcester,"40,294,714",Suffolk County,805915
1253,1277.0,Michigan,"467,300,231",Worcester County,829327
1254,1278.0,Alcona,"203,951",Michigan,9984795
1255,1279.0,Alger,"222,713",Alcona County,10453
1256,1280.0,Allegan,"4,076,546",Alger County,9078
1257,1281.0,Alpena,"976,469",Allegan County,118045
1258,1282.0,Antrim,"549,958",Alpena County,28391
1259,1283.0,Arenac,"407,884",Antrim County,23359
1260,1284.0,Baraga,"246,496",Arenac County,14944
1261,1285.0,Barry,"1,491,876",Baraga County,8245
1262,1286.0,Bay,"3,240,660",Barry County,61481
1263,1287.0,Benzie,"477,431",Bay County,102964
1264,1288.0,Berrien,"6,832,030",Benzie County,17767
1265,1289.0,Branch,"1,329,477",Berrien County,153352
1266,1290.0,Calhoun,"5,845,846",Branch County,43444
1267,1291.0,Cass,"1,036,008",Calhoun County,133806
1268,1292.0,Charlevoix,"1,102,908",Cass County,51847
1269,1293.0,Cheboygan,"573,688",Charlevoix County,26202
1270,1294.0,Chippewa,"1,018,456",Cheboygan County,25331
1271,1295.0,Clare,"980,822",Chippewa County,37287
1272,1296.0,Clinton,"1,985,877",Clare County,30884
1273,1297.0,Crawford,"389,840",Clinton County,79615
1274,1298.0,Delta,"1,133,913",Crawford County,14012
1275,1299.0,Dickinson,"1,209,642",Delta County,35744
1276,1300.0,Eaton,"4,755,123",Dickinson County,25336
1277,1301.0,Emmet,"1,593,610",Eaton County,110119
1278,1302.0,Genesee,"14,924,552",Emmet County,33337
1279,1303.0,Gladwin,"454,438",Genesee County,405702
1280,1304.0,Gogebic,"427,706",Gladwin County,25430
1281,1305.0,Grand Traverse,"4,751,080",Gogebic County,13971
1282,1306.0,Gratiot,"1,225,796",Grand Traverse County,93032
1283,1307.0,Hillsdale,"1,404,188",Gratiot County,40681
1284,1308.0,Houghton,"1,010,979",Hillsdale County,45548
1285,1309.0,Huron,"1,366,647",Houghton County,35709
1286,1310.0,Ingham,"15,266,950",Huron County,30904
1287,1311.0,Ionia,"1,564,551",Ingham County,291426
1288,1312.0,Iosco,"761,070",Ionia County,64654
1289,1313.0,Iron,"300,251",Iosco County,25244
1290,1314.0,Isabella,"2,130,052",Iron County,11053
1291,1315.0,Jackson,"6,035,348",Isabella County,69635
1292,1316.0,Kalamazoo,"12,734,704",Jackson County,158357
1293,1317.0,Kalkaska,"518,146",Kalamazoo County,265531
1294,1318.0,Kent,"38,783,598",Kalkaska County,17984
1295,1319.0,Keweenaw,"46,691",Kent County,656800
1296,1320.0,Lake,"207,535",Keweenaw County,2085
1297,1321.0,Lapeer,"2,074,540",Lake County,11752
1298,1322.0,Leelanau,"740,296",Lapeer County,87808
1299,1323.0,Lenawee,"2,694,299",Leelanau County,21692
1300,1324.0,Livingston,"6,505,086",Lenawee County,98519
1301,1325.0,Luce,"141,689",Livingston County,192058
1302,1326.0,Mackinac,"396,321",Luce County,6266
1303,1327.0,Macomb,"35,914,052",Mackinac County,10807
1304,1328.0,Manistee,"784,103",Macomb County,872389
1305,1329.0,Marquette,"2,664,061",Manistee County,24619
1306,1330.0,Mason,"943,116",Marquette County,66689
1307,1331.0,Mecosta,"1,145,045",Mason County,29154
1308,1332.0,Menominee,"696,962",Mecosta County,43583
1309,1333.0,Midland,"4,747,069",Menominee County,22772
1310,1334.0,Missaukee,"435,867",Midland County,83412
1311,1335.0,Monroe,"5,448,244",Missaukee County,15079
1312,1336.0,Montcalm,"1,472,629",Monroe County,150412
1313,1337.0,Montmorency,"274,997",Montcalm County,63708
1314,1338.0,Muskegon,"5,701,513",Montmorency County,9304
1315,1339.0,Newaygo,"1,309,772",Muskegon County,173645
1316,1340.0,Oakland,"97,010,130",Newaygo County,49027
1317,1341.0,Oceana,"628,565",Oakland County,1257726
1318,1342.0,Ogemaw,"511,013",Oceana County,26562
1319,1343.0,Ontonagon,"119,361",Ogemaw County,20933
1320,1344.0,Osceola,"693,583",Ontonagon County,5713
1321,1345.0,Oscoda,"197,946",Osceola County,23394
1322,1346.0,Otsego,"934,865",Oscoda County,8318
1323,1347.0,Ottawa,"13,249,577",Otsego County,24664
1324,1348.0,Presque Isle,"313,852",Ottawa County,291460
1325,1349.0,Roscommon,"519,295",Presque Isle County,12602
1326,1350.0,Saginaw,"7,732,704",Roscommon County,23986
1327,1351.0,St. Clair,"4,830,186",Saginaw County,190484
1328,1352.0,St. Joseph,"1,857,701",St. Clair County,159339
1329,1353.0,Sanilac,"1,138,959",St. Joseph County,60826
1330,1354.0,Schoolcraft,"259,126",Sanilac County,41220
1331,1355.0,Shiawassee,"1,539,042",Schoolcraft County,8081
1332,1356.0,Tuscola,"1,141,575",Shiawassee County,68065
1333,1357.0,Van Buren,"2,641,262",Tuscola County,52355
1334,1358.0,Washtenaw,"22,929,578",Van Buren County,75594
1335,1359.0,Wayne,"88,105,701",Washtenaw County,368242
1336,1360.0,Wexford,"1,203,376",Wayne County,1750093
1337,1362.0,Minnesota,"340,130,407",Wexford County,33654
1338,1363.0,Aitkin,"444,850",Minnesota,5640053
1339,1364.0,Anoka,"14,449,032",Aitkin County,15841
1340,1365.0,Becker,"1,327,508",Anoka County,357538
1341,1366.0,Beltrami,"1,637,687",Becker County,34461
1342,1367.0,Benton,"1,673,672",Beltrami County,47205
1343,1368.0,Big Stone,"179,291",Benton County,40938
1344,1369.0,Blue Earth,"3,742,998",Big Stone County,4967
1345,1370.0,Brown,"1,390,355",Blue Earth County,67874
1346,1371.0,Carlton,"1,183,667",Brown County,24965
1347,1372.0,Carver,"5,135,867",Carlton County,35913
1348,1373.0,Cass,"910,489",Carver County,105128
1349,1374.0,Chippewa,"553,040",Cass County,29622
1350,1375.0,Chisago,"1,498,517",Chippewa County,11756
1351,1376.0,Clay,"1,861,304",Chisago County,56543
1352,1377.0,Clearwater,"262,797",Clay County,64441
1353,1378.0,Cook,"236,099",Clearwater County,8843
1354,1379.0,Cottonwood,"587,435",Cook County,5416
1355,1380.0,Crow Wing,"2,546,761",Cottonwood County,11232
1356,1381.0,Dakota,"25,781,155",Crow Wing County,65191
1357,1382.0,Dodge,"733,746",Dakota County,429453
1358,1383.0,Douglas,"1,821,547",Dodge County,20976
1359,1384.0,Faribault,"452,986",Douglas County,38070
1360,1385.0,Fillmore,"580,689",Faribault County,13671
1361,1386.0,Freeborn,"1,167,304",Fillmore County,21081
1362,1387.0,Goodhue,"2,658,926",Freeborn County,30385
1363,1388.0,Grant,"263,664",Goodhue County,46391
1364,1389.0,Hennepin,"127,237,733",Grant County,5977
1365,1390.0,Houston,"523,844",Hennepin County,1265159
1366,1391.0,Hubbard,"716,813",Houston County,18667
1367,1392.0,Isanti,"1,064,444",Hubbard County,21604
1368,1393.0,Itasca,"1,966,460",Isanti County,40447
1369,1394.0,Jackson,"670,699",Itasca County,45225
1370,1395.0,Kanabec,"389,684",Jackson County,9799
1371,1396.0,Kandiyohi,"2,148,818",Kanabec County,16357
1372,1397.0,Kittson,"182,553",Kandiyohi County,43137
1373,1398.0,Koochiching,"496,098",Kittson County,4286
1374,1399.0,Lac qui Parle,"239,398",Koochiching County,12202
1375,1400.0,Lake,"590,652",Lac qui Parle County,6628
1376,1401.0,Lake of the Woods,"183,391",Lake County,10625
1377,1402.0,Le Sueur,"917,293",Lake of the Woods County,3736
1378,1403.0,Lincoln,"348,891",Le Sueur County,28856
1379,1404.0,Lyon,"1,498,516",Lincoln County,5619
1380,1405.0,McLeod,"1,710,922",Lyon County,25579
1381,1406.0,Mahnomen,"157,697",McLeod County,35826
1382,1407.0,Marshall,"358,568",Mahnomen County,5540
1383,1408.0,Martin,"1,093,326",Marshall County,9345
1384,1409.0,Meeker,"921,919",Martin County,19641
1385,1410.0,Mille Lacs,"783,528",Meeker County,23166
1386,1411.0,Morrison,"1,116,878",Mille Lacs County,26166
1387,1412.0,Mower,"1,681,589",Morrison County,33329
1388,1413.0,Murray,"597,978",Mower County,40040
1389,1414.0,Nicollet,"1,485,064",Murray County,8197
1390,1415.0,Nobles,"1,238,412",Nicollet County,34311
1391,1416.0,Norman,"225,905",Nobles County,21645
1392,1417.0,Olmsted,"10,960,572",Norman County,6388
1393,1418.0,Otter Tail,"2,131,442",Olmsted County,158188
1394,1419.0,Pennington,"1,680,957",Otter Tail County,58684
1395,1420.0,Pine,"672,421",Pennington County,14069
1396,1421.0,Pipestone,"742,531",Pine County,29430
1397,1422.0,Polk,"1,253,287",Pipestone County,9152
1398,1423.0,Pope,"513,791",Polk County,31330
1399,1424.0,Ramsey,"38,927,888",Pope County,11216
1400,1425.0,Red Lake,"151,867",Ramsey County,549632
1401,1426.0,Redwood,"857,109",Red Lake County,4032
1402,1427.0,Renville,"722,010",Redwood County,15158
1403,1428.0,Rice,"2,553,736",Renville County,14551
1404,1429.0,Rock,"732,101",Rice County,67016
1405,1430.0,Roseau,"1,086,327",Rock County,9334
1406,1431.0,St. Louis,"9,794,058",Roseau County,15176
1407,1432.0,Scott,"6,489,380",St. Louis County,199212
1408,1433.0,Sherburne,"3,159,842",Scott County,149004
1409,1434.0,Sibley,"422,100",Sherburne County,97424
1410,1435.0,Stearns,"8,157,758",Sibley County,14868
1411,1436.0,Steele,"2,174,736",Stearns County,161076
1412,1437.0,Stevens,"600,482",Steele County,36687
1413,1438.0,Swift,"446,966",Stevens County,9822
1414,1439.0,Todd,"836,085",Swift County,9294
1415,1440.0,Traverse,"183,309",Todd County,24725
1416,1441.0,Wabasha,"698,721",Traverse County,3260
1417,1442.0,Wadena,"493,901",Wabasha County,21548
1418,1443.0,Waseca,"717,795",Wadena County,13662
1419,1444.0,Washington,"11,259,843",Waseca County,18558
1420,1445.0,Watonwan,"459,128",Washington County,262541
1421,1446.0,Wilkin,"280,480",Watonwan County,10846
1422,1447.0,Winona,"2,217,318",Wilkin County,6223
1423,1448.0,Wright,"4,496,034",Winona County,50659
1424,1449.0,Yellow Medicine,"493,517",Wright County,138542
1425,1451.0,Mississippi,"101,525,138",Yellow Medicine County,9736
1426,1452.0,Adams,"872,741",Mississippi,2978227
1427,1453.0,Alcorn,"1,118,894",Adams County,30736
1428,1454.0,Amite,"223,659",Alcorn County,37043
1429,1455.0,Attala,"413,264",Amite County,12286
1430,1456.0,Benton,"230,686",Attala County,18173
1431,1457.0,Bolivar,"864,424",Benton County,8278
1432,1458.0,Calhoun,"249,310",Bolivar County,30714
1433,1459.0,Carroll,"98,710",Calhoun County,14365
1434,1460.0,Chickasaw,"486,362",Carroll County,9928
1435,1461.0,Choctaw,"659,484",Chickasaw County,17026
1436,1462.0,Claiborne,"689,276",Choctaw County,8192
1437,1463.0,Clarke,"274,560",Claiborne County,8998
1438,1464.0,Clay,"498,752",Clarke County,15506
1439,1465.0,Coahoma,"639,791",Clay County,19349
1440,1466.0,Copiah,"621,957",Coahoma County,22095
1441,1467.0,Covington,"555,124",Copiah County,28099
1442,1468.0,DeSoto,"5,378,488",Covington County,18562
1443,1469.0,Forrest,"3,209,875",DeSoto County,185385
1444,1470.0,Franklin,"169,724",Forrest County,75035
1445,1471.0,George,"425,689",Franklin County,7694
1446,1472.0,Greene,"139,412",George County,24435
1447,1473.0,Grenada,"826,510",Greene County,13569
1448,1474.0,Hancock,"1,385,884",Grenada County,20732
1449,1475.0,Harrison,"7,826,548",Hancock County,47673
1450,1476.0,Hinds,"10,892,247",Harrison County,207859
1451,1477.0,Holmes,"243,961",Hinds County,231919
1452,1478.0,Humphreys,"168,325",Holmes County,17036
1453,1479.0,Issaquena,"19,842",Humphreys County,8056
1454,1480.0,Itawamba,"513,058",Issaquena County,1324
1455,1481.0,Jackson,"7,145,046",Itawamba County,23351
1456,1482.0,Jasper,"558,723",Jackson County,143387
1457,1483.0,Jefferson,"109,849",Jasper County,16368
1458,1484.0,Jefferson Davis,"171,890",Jefferson County,7022
1459,1485.0,Jones,"2,413,199",Jefferson Davis County,11089
1460,1486.0,Kemper,"322,295",Jones County,68282
1461,1487.0,Lafayette,"1,911,482",Kemper County,9780
1462,1488.0,Lamar,"1,554,407",Lafayette County,54239
1463,1489.0,Lauderdale,"3,001,657",Lamar County,63447
1464,1490.0,Lawrence,"314,077",Lauderdale County,74619
1465,1491.0,Leake,"568,700",Lawrence County,12607
1466,1492.0,Lee,"4,500,737",Leake County,22830
1467,1493.0,Leflore,"1,060,040",Lee County,85674
1468,1494.0,Lincoln,"1,048,638",Leflore County,28202
1469,1495.0,Lowndes,"2,689,273",Lincoln County,34111
1470,1496.0,Madison,"5,683,451",Lowndes County,58621
1471,1497.0,Marion,"800,451",Madison County,106334
1472,1498.0,Marshall,"624,585",Marion County,24504
1473,1499.0,Monroe,"846,732",Marshall County,35302
1474,1500.0,Montgomery,"168,390",Monroe County,35291
1475,1501.0,Neshoba,"961,264",Montgomery County,9766
1476,1502.0,Newton,"470,112",Neshoba County,29147
1477,1503.0,Noxubee,"215,682",Newton County,20987
1478,1504.0,Oktibbeha,"1,572,994",Noxubee County,10425
1479,1505.0,Panola,"1,010,158",Oktibbeha County,49543
1480,1506.0,Pearl River,"1,002,782",Panola County,34102
1481,1507.0,Perry,"267,093",Pearl River County,55752
1482,1508.0,Pike,"1,015,496",Perry County,11998
1483,1509.0,Pontotoc,"880,658",Pike County,39284
1484,1510.0,Prentiss,"531,098",Pontotoc County,32280
1485,1511.0,Quitman,"87,374",Prentiss County,25074
1486,1512.0,Rankin,"6,017,152",Quitman County,6808
1487,1513.0,Scott,"1,071,336",Rankin County,155342
1488,1514.0,Sharkey,"87,206",Scott County,28203
1489,1515.0,Simpson,"582,672",Sharkey County,4312
1490,1516.0,Smith,"375,623",Simpson County,26803
1491,1517.0,Stone,"329,580",Smith County,15840
1492,1518.0,Sunflower,"563,419",Stone County,18289
1493,1519.0,Tallahatchie,"252,415",Sunflower County,25131
1494,1520.0,Tate,"456,178",Tallahatchie County,13931
1495,1521.0,Tippah,"577,956",Tate County,28304
1496,1522.0,Tishomingo,"512,912",Tippah County,22021
1497,1523.0,Tunica,"471,684",Tishomingo County,19368
1498,1524.0,Union,"1,020,219",Tunica County,9602
1499,1525.0,Walthall,"246,986",Union County,28711
1500,1526.0,Warren,"2,060,226",Walthall County,14316
1501,1527.0,Washington,"1,255,291",Warren County,45477
1502,1528.0,Wayne,"634,675",Washington County,43973
1503,1529.0,Webster,"174,220",Wayne County,20186
1504,1530.0,Wilkinson,"134,190",Webster County,9702
1505,1531.0,Winston,"483,850",Wilkinson County,8628
1506,1532.0,Yalobusha,"292,500",Winston County,17993
1507,1533.0,Yazoo,"695,586",Yalobusha County,12104
1508,1535.0,Missouri,"290,842,031",Yazoo County,29698
1509,1536.0,Adair,"737,525",Missouri,6140475
1510,1537.0,Andrew,"310,653",Adair County,25511
1511,1538.0,Atchison,"302,486",Andrew County,17699
1512,1539.0,Audrain,"846,959",Atchison County,5109
1513,1540.0,Barry,"1,500,459",Audrain County,24962
1514,1541.0,Barton,"307,003",Barry County,35789
1515,1542.0,Bates,"424,729",Barton County,11681
1516,1543.0,Benton,"372,269",Bates County,16213
1517,1544.0,Bollinger,"181,707",Benton County,19477
1518,1545.0,Boone,"8,779,082",Bollinger County,12142
1519,1546.0,Buchanan,"4,615,246",Boone County,181084
1520,1547.0,Butler,"1,291,293",Buchanan County,87212
1521,1548.0,Caldwell,"195,641",Butler County,42574
1522,1549.0,Callaway,"1,677,115",Caldwell County,9039
1523,1550.0,Camden,"1,411,312",Callaway County,44762
1524,1551.0,Cape Girardeau,"3,692,214",Camden County,46211
1525,1552.0,Carroll,"343,686",Cape Girardeau County,78971
1526,1553.0,Carter,"110,034",Carroll County,8698
1527,1554.0,Cass,"2,483,369",Carter County,5981
1528,1555.0,Cedar,"247,450",Cass County,105731
1529,1556.0,Chariton,"276,708",Cedar County,14301
1530,1557.0,Christian,"1,621,747",Chariton County,7463
1531,1558.0,Clark,"134,550",Christian County,88913
1532,1559.0,Clay,"11,428,296",Clark County,6804
1533,1560.0,Clinton,"356,628",Clay County,250522
1534,1561.0,Cole,"4,857,848",Clinton County,20434
1535,1562.0,Cooper,"406,235",Cole County,76774
1536,1563.0,Crawford,"613,080",Cooper County,17563
1537,1564.0,Dade,"171,732",Crawford County,23856
1538,1565.0,Dallas,"238,940",Dade County,7547
